iter	Logloss
190	0.3863505188
191	0.3857267973
192	0.3851990239
193	0.384821543
194	0.3842507946
195	0.3836111957
196	0.3830484751
197	0.3826466238
198	0.382218894
199	0.3814350524
200	0.3811066191
201	0.3803761906
202	0.3799203517
203	0.3794581343
204	0.3788714642
205	0.3782798737
206	0.3777173657
207	0.3772623153
208	0.3766889782
209	0.376193735
210	0.3755942762
211	0.3752582373
212	0.3745552389
213	0.3740525076
214	0.3732740821
215	0.3727258173
216	0.3722217969
217	0.3717494891
218	0.3711121911
219	0.3704856643
220	0.3699419067
221	0.3695194695
222	0.3689055318
223	0.3684944718
224	0.3678087743
225	0.3675479793
226	0.3668323283
227	0.3663941577
228	0.3659018008
229	0.3653438983
230	0.3648994789
231	0.3642489358
232	0.3637337081
233	0.3631754592
234	0.3626365401
235	0.3621770111
236	0.3615951441
237	0.3611263926
238	0.3608422109
239	0.3604364482
240	0.3601966508
241	0.3598223959
242	0.3594917343
243	0.3591958969
244	0.3587916147
245	0.358504067
246	0.3581886534
247	0.3579650938
248	0.3573871466
249	0.3568775571
250	0.3564804251
251	0.356115665
252	0.3557634071
253	0.3553018322
254	0.3546113016
255	0.3542508506
256	0.353749519
257	0.3533637295
258	0.3531772067
259	0.3525657734
260	0.3521394871
261	0.3516940978
262	0.3512354722
263	0.3509863629
264	0.3506019087
265	0.3500832124
266	0.3497605443
267	0.3494953152
268	0.3489727764
269	0.3486916226
270	0.3484242156
271	0.3482915636
272	0.348053074
273	0.3476791779
274	0.3472526861
275	0.3469755003
276	0.3465173085
277	0.3461959254
278	0.3457208358
279	0.3452468709
280	0.3448449663
281	0.3443567343
282	0.344125643
283	0.3437384907
284	0.343566458
285	0.3430814038
286	0.3427402577
287	0.3423217702
288	0.3420025815
289	0.3415363978
290	0.3411798317
291	0.3406096281
292	0.3400098004
293	0.3396306397
294	0.3394232529
295	0.3390453596
296	0.3388508101
297	0.338477096
298	0.3380250425
299	0.3377317242
300	0.3373389694
301	0.3370977553
302	0.3365098425
303	0.3362219818
304	0.336001587
305	0.3355811443
306	0.3351103023
307	0.334615259
308	0.3341938787
309	0.3339304046
310	0.333497136
311	0.3329749945
312	0.3325966343
313	0.3322637197
314	0.3319027907
315	0.3315544458
316	0.3312025597
317	0.330761445
318	0.3304514206
319	0.3301077947
320	0.3296591982
321	0.3292377824
322	0.3289420752
323	0.3287795563
324	0.3284487899
325	0.3282191888
326	0.327827467
327	0.3274888981
328	0.3272373693
329	0.3269990434
330	0.3267548939
331	0.3264317561
332	0.326111959
333	0.3256527835
334	0.325317036
335	0.3249626315
336	0.3246506028
337	0.3243234016
338	0.3238976775
339	0.3234878095
340	0.3230230477
341	0.3226155142
342	0.3223539432
343	0.322216239
344	0.3219354571
345	0.3218138567
346	0.3214431636
347	0.3210939851
348	0.3208121607
349	0.3206457139
350	0.3201828571
351	0.3198485746
352	0.3194220994
353	0.3191862481
354	0.3186307148
355	0.3182832315
356	0.3178140423
357	0.3174687567
358	0.3173214154
359	0.3171512908
360	0.3169521346
361	0.3166501294
362	0.3159686903
363	0.3156297071
364	0.3153398298
365	0.3150853316
366	0.3147108272
367	0.3145941137
368	0.3143323765
369	0.3142014315
370	0.3138786255
371	0.3136893237
372	0.313471026
373	0.3131162118
374	0.3129150458
375	0.3125326195
376	0.3121449685
377	0.3119301568
378	0.311693171
379	0.3112662083
380	0.310883439
381	0.3105624038
382	0.3103197518
383	0.3100289088
384	0.3096425271
385	0.3090994498
386	0.3089119073
387	0.3085084492
388	0.3083413395
389	0.3080122896
390	0.3076686277
391	0.3075728059
392	0.3073699519
393	0.3070733571
394	0.3067815092
395	0.3063795312
396	0.3061936778
397	0.3060462787
398	0.3057982973
399	0.3055056476
400	0.3052081537
401	0.3049789849
402	0.3046629237
403	0.3043061091
404	0.3040732146
405	0.3037465683
406	0.3035201415
407	0.3031962895
408	0.3030424205
409	0.3027891427
410	0.3023923212
411	0.3021588249
412	0.301978911
413	0.3017120197
414	0.3015530424
415	0.3013024366
416	0.30114594
417	0.3008679597
418	0.3006765414
419	0.3005108819
420	0.3003771555
421	0.3000548289
422	0.2997527826
423	0.2993537201
424	0.2991051452
425	0.2990230302
426	0.2989477036
427	0.2985107589
428	0.2983143747
429	0.2980869559
430	0.2977485748
431	0.2975102693
432	0.2970349398
433	0.2968488029
434	0.2966009145
435	0.2963920655
436	0.2962096265
437	0.2959566654
438	0.2955451178
439	0.2954240138
440	0.2952004559
441	0.294976858
442	0.2945931966
443	0.2943772452
444	0.2938404831
445	0.2935963545
446	0.2933905737
447	0.2930074974
448	0.292731909
449	0.2925760349
450	0.2924825011
451	0.2923053961
452	0.2921066065
453	0.2918947488
454	0.2914698099
455	0.2912489673
456	0.291179267
457	0.2910267394
458	0.2906789364
459	0.290478058
460	0.2901726147
461	0.2899788083
462	0.2898427262
463	0.2895711207
464	0.2893007267
465	0.2890647011
466	0.2886461884
467	0.2885332003
468	0.2881750336
469	0.2880245635
470	0.2879055288
471	0.2876005246
472	0.2874152392
473	0.2871166747
474	0.2869849865
475	0.2866504728
476	0.286263094
477	0.2860148115
478	0.2856125606
479	0.2854013494
480	0.2851231381
481	0.2847618193
482	0.2845312069
483	0.2843135993
484	0.2842372344
485	0.284042685
486	0.2838928717
487	0.2836396684
488	0.2835957139
489	0.2832715215
490	0.2830771511
491	0.2828572649
492	0.2826948225
493	0.2823560537
494	0.2820210387
495	0.2819615538
496	0.2817226465
497	0.2815287928
498	0.28140167
499	0.2812118848
500	0.2809361265
501	0.2807135753
502	0.2805049365
503	0.2803956683
504	0.2800168621
505	0.2798324208
506	0.2796936332
507	0.2793397717
508	0.2790774775
509	0.2787950527
510	0.2785594369
511	0.2781904113
512	0.277910745
513	0.2776659381
514	0.2775830984
515	0.2774536492
516	0.2773064034
517	0.2772034752
518	0.2769899425
519	0.2766252027
520	0.2764390948
521	0.2761909673
522	0.2759703353
523	0.2758330757
524	0.2754274968
525	0.2753385622
526	0.2751960846
527	0.274989482
528	0.2747788247
529	0.2745247053
530	0.2741883781
531	0.2741209522
532	0.273857021
533	0.2735603577
534	0.2732598446
535	0.2728635267
536	0.2725406001
537	0.272440123
538	0.2721907871
539	0.271932849
540	0.2717691057
541	0.2714287542
542	0.2712967463
543	0.2710163785
544	0.2707643121
545	0.2704928541
546	0.2703807099
547	0.2701756441
548	0.2700122062
549	0.2696917933
550	0.2693836304
551	0.2688618985
552	0.2686708354
553	0.2684519678
554	0.2682238194
555	0.2680489462
556	0.2679689085
557	0.267714302
558	0.2676561895
559	0.2674467976
560	0.2672625072
561	0.2669610781
562	0.2668994049
563	0.2667004473
564	0.2664244313
565	0.2661470958
566	0.2658299388
567	0.2655213766
568	0.2653892487
569	0.265318225
570	0.2650562983
571	0.2648152792
572	0.2645780236
573	0.2643502158
574	0.2640937148
575	0.2637916545
576	0.2637243303
577	0.2635384978
578	0.263371733
579	0.2632509397
580	0.2630044585
581	0.26276868
582	0.2624884616
583	0.26230134
584	0.262085681
585	0.2620313944
586	0.2618581974
587	0.2615019793
588	0.2613953503
589	0.2611916804
590	0.2611512603
591	0.2610239469
592	0.260809928
593	0.2605770491
594	0.2604016967
595	0.2603221174
596	0.2601673464
597	0.2601001014
598	0.2599281218
599	0.2595309954
600	0.2593377619
601	0.2589664878
602	0.2588352556
603	0.2587442046
604	0.2585539171
605	0.2582700341
606	0.2580385438
607	0.257913042
608	0.2577184658
609	0.257598612
610	0.2575326911
611	0.2574110932
612	0.2572844705
613	0.2569619438
614	0.2568398572
615	0.256475138
616	0.2562519809
617	0.2560324482
618	0.25576857
619	0.2556503499
620	0.2555705781
621	0.2554669491
622	0.2553738834
623	0.2551312452
624	0.2548234834
625	0.2545667643
626	0.25447885
627	0.2542117686
628	0.2539136513
629	0.2535321482
630	0.2533150629
631	0.2530519098
632	0.2528438956
633	0.2527439622
634	0.2525643252
635	0.2523244899
636	0.2522337799
637	0.2518364855
638	0.2516097729
639	0.251308615
640	0.2511530482
641	0.2508466057
642	0.2506983635
643	0.2505384263
644	0.2503207678
645	0.2501270585
646	0.249974949
647	0.249812454
648	0.2496622799
649	0.2493883682
650	0.2491208698
651	0.24899237
652	0.2487542717
653	0.2486200536
654	0.2484315548
655	0.2481058538
656	0.247992321
657	0.2478279372
658	0.2477034886
659	0.2475121087
660	0.2474581365
661	0.247223679
662	0.2469362227
663	0.2468307036
664	0.2466461493
665	0.2464203343
666	0.2462261764
667	0.2459858165
668	0.2458228444
669	0.2455335984
670	0.2453352172
671	0.2449379834
672	0.244705153
673	0.2444954764
674	0.2442523276
675	0.2440883469
676	0.2439513844
677	0.243817454
678	0.2436389218
679	0.2434791867
680	0.2433163502
681	0.2429775873
682	0.2426349795
683	0.2424526335
684	0.2421387633
685	0.2418901652
686	0.2417073158
687	0.2414125468
688	0.241357744
689	0.2411207925
690	0.2409750931
691	0.2408862805
692	0.2405831557
693	0.2403246109
694	0.2401909928
695	0.2399443925
696	0.2397284244
697	0.2394575963
698	0.2392207603
699	0.2390734266
700	0.2389390102
701	0.2387788237
702	0.2385525809
703	0.2383146603
704	0.2381443864
705	0.2379422524
706	0.2378140979
707	0.2375945624
708	0.2374210012
709	0.2373120419
710	0.2371990356
711	0.2370424952
712	0.2369945307
713	0.2368152462
714	0.2365674141
715	0.2362850705
716	0.2362204402
717	0.2360612515
718	0.2358415216
719	0.2356878317
720	0.2353084185
721	0.2351672126
722	0.2350687404
723	0.2348435525
724	0.2346914839
725	0.2344223509
726	0.234249506
727	0.2340992409
728	0.2340029134
729	0.2337188634
730	0.2334783543
731	0.2333630923
732	0.2332745909
733	0.2331210177
734	0.233036451
735	0.2329305336
736	0.2328923603
737	0.2326643383
738	0.232515774
739	0.2323409893
740	0.2320667078
741	0.2319254275
742	0.2317015759
743	0.2315864781
744	0.2315005441
745	0.2312829726
746	0.2310629636
747	0.230797851
748	0.2306586121
749	0.2303410651
750	0.2301951997
751	0.2298371805
752	0.2296359463
753	0.2295562426
754	0.2294057604
755	0.2291039087
756	0.2290742279
757	0.228897702
758	0.2286172071
759	0.2283113562
760	0.2281553781
761	0.227949743
762	0.2278590541
763	0.2277512064
764	0.2275097475
765	0.2271073277
766	0.2269033764
767	0.2266317855
768	0.2262622065
769	0.2261389294
770	0.2258922697
771	0.225567482
772	0.2254544496
773	0.2252686343
774	0.2250954873
775	0.2248973106
776	0.2245936842
777	0.2242278948
778	0.2239277221
779	0.2238140066
780	0.2235678581
781	0.2232511092
782	0.2232110893
783	0.2230736977
784	0.2228015736
785	0.2226549695
786	0.2223727289
787	0.222130892
788	0.22177956
789	0.2216230147
790	0.2215297309
791	0.2213159508
792	0.2212409544
793	0.221078736
794	0.2207275378
795	0.2205154814
796	0.2202888681
797	0.2200996961
798	0.2199647999
799	0.2197703757
800	0.2197457581
801	0.2194753432
802	0.2193132947
803	0.2190755999
804	0.2189815818
805	0.2186195439
806	0.2183654893
807	0.2182594997
808	0.2181091181
809	0.2180067497
810	0.2179293073
811	0.2177952442
812	0.2177435866
813	0.2175615167
814	0.217451612
815	0.2172007243
816	0.2169490376
817	0.2168849161
818	0.2166765794
819	0.2164535767
820	0.21626697
821	0.2160917176
822	0.2160458593
823	0.2157968464
824	0.2156993095
825	0.2154230451
826	0.215329391
827	0.2149977686
828	0.2148576606
829	0.2147703439
830	0.2144938997
831	0.2144081466
832	0.2141864234
833	0.2140811477
834	0.2139822277
835	0.2137691181
836	0.2136991448
837	0.2134684339
838	0.2133453503
839	0.2133036533
840	0.2131256805
841	0.2127533223
842	0.212605822
843	0.2124793365
844	0.2123489101
845	0.2121617776
846	0.2119077534
847	0.2116347262
848	0.2114473087
849	0.211322469
850	0.2111514499
851	0.2109942494
852	0.2106150554
853	0.2104382603
854	0.2103721835
855	0.2102516218
856	0.2099605418
857	0.209912766
858	0.2097846003
859	0.2095477028
860	0.209406551
861	0.2092552649
862	0.2089569782
863	0.2089086162
864	0.2087336737
865	0.2084229625
866	0.2082711557
867	0.2080752816
868	0.2078268653
869	0.2077589668
870	0.207582484
871	0.207385924
872	0.2071432348
873	0.2070373913
874	0.2067698365
875	0.2067078077
876	0.2064695022
877	0.2064186121
878	0.2062555415
879	0.206220389
880	0.2059457219
881	0.2058109524
882	0.2057130785
883	0.2054903782
884	0.2053113033
885	0.2051519124
886	0.2050520038
887	0.2048472617
888	0.2046852666
889	0.204421303
890	0.2041606987
891	0.2038673667
892	0.203718503
893	0.2036401334
894	0.203571554
895	0.2033689167
896	0.2031260868
897	0.2030183842
898	0.2029218268
899	0.2027729497
900	0.2025860414
901	0.2025153992
902	0.2024712846
903	0.2022519781
904	0.2020691261
905	0.2019177435
906	0.2016929057
907	0.20159384
908	0.2014006812
909	0.2012669488
910	0.2011372504
911	0.2010323688
912	0.2009450962
913	0.2008326859
914	0.2007243955
915	0.2006007492
916	0.2004000804
917	0.2002002798
918	0.2000583355
919	0.199832835
920	0.1996550254
921	0.1995795583
922	0.1994003484
923	0.1991599918
924	0.1991338059
925	0.1990334738
926	0.19892939
927	0.1988787273
928	0.1987236474
929	0.1986464182
930	0.1985094801
931	0.1984039176
932	0.1981525302
933	0.1978636064
934	0.1975818269
935	0.1973689157
936	0.1973410991
937	0.1971002679
938	0.1968606875
939	0.1967140911
940	0.1966224102
941	0.1964420038
942	0.1962936082
943	0.1961150891
944	0.1960429977
945	0.1959073605
946	0.1956503916
947	0.1954355968
948	0.1952971764
949	0.1951499734
950	0.1948913825
951	0.1947321868
952	0.1945876381
953	0.1945205994
954	0.1944280507
955	0.1942376327
956	0.1939543791
957	0.1936502768
958	0.1935417165
959	0.1934969656
960	0.1933368393
961	0.1932408797
962	0.1930611682
963	0.1928608291
964	0.1927693385
965	0.1926276893
966	0.1924373645
967	0.1923330725
968	0.1921284156
969	0.1920603887
970	0.1918600755
971	0.1916544408
972	0.1914765913
973	0.1914204813
974	0.1911127621
975	0.190857943
976	0.1907516204
977	0.1906498115
978	0.1905725241
979	0.1903742734
980	0.1900200066
981	0.1899388115
982	0.1898190112
983	0.189657166
984	0.18952512
985	0.1894437334
986	0.1893311247
987	0.1892096399
988	0.1891626555
989	0.1889789684
990	0.188905705
991	0.1887285911
992	0.1886399238
993	0.1884467984
994	0.1882433483
995	0.1881380291
996	0.1878520371
997	0.1877406771
998	0.1875332625
999	0.1873071947
